order_item_id,order_id,product_id,quantity,unit_price_sold,is_returned
611,365,22,4,494.47,False
612,366,73,3,114.93,False
613,366,112,1,44.43,True
614,367,11,1,458.1,False
615,368,54,1,199.31,True
616,369,40,1,214.77,False
617,369,40,1,214.77,True
618,369,83,1,227.53,False
619,370,72,1,194.13,False
620,371,30,1,310.09,False
621,371,14,5,263.42,False
622,372,75,1,163.65,True
623,373,10,4,445.3,False
624,374,45,1,43.38,False
625,374,23,3,218.74,False
626,375,16,4,169.76,False
627,376,96,2,22.87,False
628,376,4,5,84.07,False
629,377,60,2,150.38,False
630,378,43,2,200.62,False
631,378,27,1,252.89,False
632,378,35,1,146.34,False
633,378,6,5,244.07,False
634,379,8,1,465.83,False
635,379,32,1,134.78,False
636,380,20,1,306.19,False
637,380,95,1,139.55,False
638,380,56,5,173.97,False
639,380,68,1,214.28,True
640,381,41,1,150.86,True
641,382,56,1,180.02,True
642,382,21,2,565.72,True
643,383,49,1,109.84,False
644,383,57,1,65.83,False
645,384,64,1,260.92,False
646,385,30,1,370.87,True
647,386,19,3,547.73,True
648,386,62,2,128.29,False
649,387,98,1,184.51,True
650,388,10,4,374.63,False
651,388,88,6,68.54,False
652,389,53,1,180.06,False
653,389,70,1,147.04,False
654,390,105,2,50.37,False
655,391,13,1,325.22,True
656,392,8,2,338.64,True
657,393,84,1,138.29,False
658,394,53,2,193.0,True
659,395,41,1,147.26,False
660,396,101,1,139.2,False
661,396,109,2,108.23,False
662,397,73,1,126.67,False
663,398,19,2,456.06,True
664,398,118,1,28.1,False
665,398,53,1,153.27,True
666,398,97,2,129.07,False
667,399,100,4,53.29,False
668,399,111,2,174.02,False
669,400,81,1,187.96,True
670,400,13,1,375.63,False
671,401,57,1,87.97,False
672,401,47,1,27.35,False
673,401,86,5,284.79,False
674,402,13,4,230.9,False
675,403,119,1,187.54,False
676,403,22,2,525.47,True
677,403,51,2,188.33,False
678,404,76,2,356.83,False
679,405,48,2,196.96,True
680,406,4,1,67.1,True
681,406,13,1,244.27,False
682,407,38,2,133.84,True
683,408,49,1,109.48,False
684,409,45,1,39.8,False
685,410,102,1,28.7,True
686,411,68,1,236.32,False
687,411,31,1,153.93,False
688,411,13,1,352.49,False
689,411,12,1,210.47,False
690,412,47,1,31.94,False
691,413,17,2,441.0,False
692,413,8,3,555.69,False
693,413,10,5,445.3,False
694,414,9,1,77.84,False
695,415,88,3,50.64,True
696,415,28,1,128.81,False
697,416,93,2,109.48,False
698,417,16,1,186.49,False
699,418,67,2,193.1,False
700,418,23,1,221.04,False
701,419,70,1,128.06,False
702,420,117,1,215.41,False
703,420,48,1,217.54,True
704,421,30,2,413.77,False
705,422,62,3,131.23,False
706,422,32,1,142.89,False
707,422,60,1,146.94,True
708,423,54,1,176.31,False
709,423,7,2,59.99,False
710,424,51,1,175.67,True
711,424,107,3,155.55,False
712,425,75,2,180.57,False
713,426,47,1,19.27,False
714,426,31,2,98.96,False
715,427,107,2,143.18,False
716,428,44,1,49.44,True
717,429,30,1,421.84,False
718,430,52,2,174.91,False
719,431,77,1,340.48,False
720,432,56,2,177.81,False
721,433,43,1,211.53,False
722,434,1,3,443.61,False
723,435,85,2,236.78,False
724,436,36,3,171.87,False
725,437,46,1,118.63,False
726,437,110,2,111.46,False
727,437,81,2,187.96,False
728,438,90,4,262.55,True
729,438,29,1,451.39,False
730,439,81,3,187.96,False
731,440,18,1,302.45,False
732,440,68,1,251.83,False
733,440,116,1,160.85,False
734,441,62,4,147.66,False
735,442,27,1,266.65,False
736,442,98,1,205.28,False
737,442,36,2,190.84,True
738,443,97,1,164.75,True
739,443,60,1,152.67,False
740,443,2,1,545.65,False
741,444,79,1,72.77,False
742,444,19,2,554.98,False
743,445,93,1,104.88,False
744,446,36,1,171.72,False
745,447,54,1,154.19,True
746,447,86,1,257.25,False
747,448,94,2,189.11,False
748,448,11,2,431.3,False
749,449,79,1,76.72,False
750,449,14,1,351.57,False
751,450,60,3,165.34,False
752,451,6,1,257.35,False
753,451,17,3,441.0,False
754,452,26,1,144.65,False
755,453,86,3,256.06,False
756,454,56,1,185.91,True
757,455,111,3,163.65,False
758,455,102,1,36.37,True
759,455,13,1,353.24,False
760,456,36,3,170.48,False
761,456,14,1,338.39,False
762,457,60,3,139.05,False
763,457,67,1,184.23,False
764,458,87,2,394.52,False
765,459,27,2,170.74,True
766,459,1,1,389.58,False
767,459,118,1,24.87,False
768,460,81,2,187.96,False
769,460,40,2,214.77,True
770,460,110,1,111.46,False
771,460,61,4,345.76,False
772,461,42,2,22.59,True
773,462,55,1,68.0,False
774,463,9,1,79.93,False
775,464,67,1,219.06,False
776,465,82,1,212.96,True
777,465,117,1,202.16,False
778,466,52,1,174.91,False
779,466,23,2,250.76,True
780,467,49,2,171.39,False
781,467,33,1,54.64,False
782,467,58,3,120.83,False
783,468,106,1,174.85,False
784,468,15,1,342.24,False
785,468,54,1,182.13,False
786,468,81,3,171.76,False
787,469,44,1,44.05,True
788,469,33,1,48.68,False
789,469,22,2,468.19,False
790,470,84,1,125.87,False
791,471,82,1,226.91,True
792,472,98,3,205.28,False
793,473,3,2,50.72,False
794,473,36,4,137.86,True
795,473,10,1,321.68,False
796,473,5,1,139.93,True
797,474,54,1,144.68,False
798,475,54,2,185.12,False
799,476,50,1,149.73,False
800,476,74,2,270.0,False
801,477,96,1,28.07,False
802,477,112,1,48.97,True
803,477,65,1,70.56,False
804,478,47,2,28.41,True
805,479,23,1,250.76,False
806,480,32,2,160.78,False
807,480,57,1,102.72,False
808,481,66,1,208.38,False
809,482,52,2,160.31,False
810,482,43,3,193.87,True
811,483,86,2,332.54,False
812,484,42,4,26.94,False
813,484,75,1,180.57,False
814,484,71,1,407.54,False
815,485,71,1,352.36,False
816,486,2,2,484.66,False
817,487,111,1,174.02,True
818,488,47,1,23.12,False
819,488,25,2,292.34,False
820,489,32,1,152.1,True
821,490,51,1,144.37,False
822,491,115,4,227.89,False
823,492,30,3,290.96,False
824,493,4,1,70.08,False
825,493,39,1,122.66,False
826,494,70,1,158.41,True
827,494,95,5,150.14,False
828,494,36,2,174.71,False
829,494,15,2,342.87,False
830,495,67,4,164.69,False
831,495,44,1,37.17,False
832,495,21,1,483.03,False
833,495,9,1,87.16,False
834,496,75,4,166.85,False
835,496,31,1,151.56,False
836,496,108,2,116.16,False
837,497,2,2,487.09,False
838,498,53,2,211.88,False
839,499,46,2,97.3,True
840,499,83,3,186.62,True
841,500,12,1,193.43,False
842,500,16,1,160.83,False
843,501,52,3,151.19,False
844,502,56,1,204.45,True
845,503,16,1,170.0,False
846,503,10,1,405.94,False
847,503,22,1,479.02,False
848,503,54,3,181.69,False
849,504,12,2,183.11,False
850,504,33,2,44.61,False
851,505,56,1,204.45,True
852,506,84,3,138.29,True
853,507,24,2,384.85,False
854,508,33,5,46.03,False
855,508,22,4,442.66,False
856,509,68,1,251.83,False
857,510,21,1,605.43,False
858,510,99,2,99.75,False
859,510,30,1,420.19,True
860,511,56,2,143.09,False
861,512,52,1,163.54,True
862,513,8,1,511.62,False
863,514,28,2,125.29,False
864,514,79,1,49.98,False
865,515,26,3,142.26,False
866,515,60,1,134.77,False
867,515,31,1,133.7,False
868,515,31,1,133.7,False
869,516,81,1,127.68,False
870,517,36,1,174.37,False
871,518,27,2,266.65,False
872,519,55,1,66.65,True
873,520,85,1,236.8,False
874,521,3,1,54.23,False
875,521,26,3,134.81,True
876,522,30,1,445.92,False
877,523,59,1,92.69,True
878,524,80,1,304.12,False
879,524,7,1,63.25,False
880,525,42,1,25.06,False
881,525,90,3,267.84,False
882,525,43,3,196.79,False
883,526,42,1,26.94,True
884,527,27,1,219.53,True
885,527,93,1,102.78,False
886,528,18,1,283.79,False
887,529,11,1,424.15,False
888,529,56,1,189.3,True
889,530,35,2,154.3,False
890,530,114,1,110.32,False
891,530,8,2,555.69,True
892,531,6,2,192.03,False
893,532,30,2,278.16,False
894,533,91,1,76.25,False
895,533,28,2,207.22,False
896,534,39,3,164.06,False
897,534,20,2,326.88,False
898,535,87,1,360.24,False
899,536,59,1,88.32,False
900,537,4,3,103.18,False
901,537,23,3,250.76,True
902,537,39,3,180.6,True
903,538,108,1,125.71,False
904,539,67,3,184.1,False
905,540,114,2,101.12,False
906,540,58,2,110.75,False
907,540,23,4,229.85,False
908,541,12,1,140.56,True
909,541,40,1,134.6,False
910,541,87,1,247.25,False
911,542,45,1,46.21,True
912,543,64,2,236.11,False
913,543,57,4,83.3,False
914,544,39,4,158.93,False
915,545,48,1,185.02,False
916,545,9,3,98.6,False
917,546,33,3,48.47,True
918,547,40,1,214.77,True
919,547,5,2,193.7,True
920,548,1,4,440.33,False
921,548,56,1,147.96,True
922,548,109,3,78.33,False
923,548,42,1,19.5,False
924,549,51,1,172.43,False
925,550,73,3,115.9,True
926,551,104,1,120.34,False
927,552,54,1,172.3,True
928,553,56,2,204.45,False
929,554,114,2,100.42,False
930,554,56,2,186.11,True
931,554,112,2,44.58,False
932,555,86,4,206.84,False
933,555,74,3,183.8,False
934,555,52,3,108.79,True
935,556,89,2,242.39,False
936,557,109,3,102.17,False
937,558,47,2,20.8,True
938,558,73,2,82.47,False
939,558,104,1,86.08,True
940,559,52,2,130.05,False
941,559,39,3,134.28,False
942,559,52,2,130.05,False
943,560,24,2,317.69,True
944,561,11,1,458.1,True
945,562,1,1,608.44,True
946,563,57,2,79.35,True
947,564,13,1,375.63,False
948,565,87,1,355.58,False
949,565,14,1,341.42,False
950,565,66,1,187.81,False
951,566,77,4,340.07,False
952,566,17,1,398.75,False
953,567,65,1,50.73,False
954,568,85,1,253.21,False
955,568,101,1,139.2,False
956,569,35,1,135.26,False
957,570,38,2,137.73,False
958,570,89,3,228.57,False
959,571,77,1,309.91,False
960,572,51,1,155.54,False
961,573,102,3,32.18,False
962,573,91,4,63.46,True
963,574,34,1,26.5,False
964,574,9,1,75.52,False
965,575,93,1,124.84,False
966,575,36,3,190.84,False
967,576,96,1,24.72,False
968,577,33,1,49.89,False
969,577,16,2,170.27,False
970,577,45,1,45.4,False
971,577,45,1,45.4,False
972,578,83,1,205.07,False
973,579,42,1,26.94,False
974,579,114,1,110.32,False
975,579,19,2,630.44,False
976,580,45,1,44.48,False
977,581,61,1,245.87,False
978,582,6,1,174.95,False
979,583,98,2,191.46,True
980,584,28,1,193.67,False
981,585,75,1,159.37,False
982,586,67,4,207.21,False
983,587,76,1,334.39,False
984,588,10,1,445.3,False
985,588,68,1,251.83,False
986,588,32,1,160.78,False
987,589,82,2,207.24,False
988,589,73,3,115.69,False
989,590,28,1,182.81,True
990,591,65,1,70.56,False
991,592,78,1,352.1,False
992,592,17,4,379.04,False
993,593,73,2,102.58,False
994,594,68,2,208.79,False
995,594,29,2,410.4,False
